@relation tables

@attribute maxHorizontalSimilarity numeric
@attribute maxVerticalSimilarity numeric
@attribute avgHorizontalSimilarity numeric
@attribute avgVerticalSimilarity numeric
@attribute diffMaxSimilarity numeric
@attribute diffAvgSimilarity numeric
@attribute geniune {true,false}
@attribute orientation {horizontal,vertical,none}

@data
0.555556,0.690083,0.422053,0.43217,-0.134527,-0.010117,true,horizontal
0.555556,0.690083,0.421542,0.433579,-0.134527,-0.012037,true,horizontal
0.555556,0.690083,0.420177,0.431058,-0.134527,-0.010881,true,horizontal
0.555556,0.690083,0.425004,0.434312,-0.134527,-0.009308,true,horizontal
0.555556,0.847222,0.429275,0.525701,-0.291667,-0.096425,true,horizontal
0.555556,0.690083,0.422918,0.432234,-0.134527,-0.009316,true,horizontal
0.555556,0.82,0.437073,0.50821,-0.264444,-0.071137,true,horizontal
0.555556,0.690083,0.42415,0.432303,-0.134527,-0.008153,true,horizontal
0.555556,0.690083,0.413865,0.428451,-0.134527,-0.014587,true,horizontal
0.555556,0.690083,0.423598,0.434583,-0.134527,-0.010985,true,horizontal
0.555556,0.690083,0.42427,0.428772,-0.134527,-0.004503,true,horizontal
0.555556,0.690083,0.410562,0.431123,-0.134527,-0.020561,true,horizontal
0.555556,0.690083,0.421623,0.436044,-0.134527,-0.014421,true,horizontal
0.555556,0.711806,0.404978,0.437902,-0.15625,-0.032924,true,horizontal
0.555556,0.690083,0.423379,0.427884,-0.134527,-0.004504,true,horizontal
0.555556,0.834711,0.432755,0.504915,-0.279155,-0.07216,true,horizontal
0.555556,0.834711,0.432881,0.507831,-0.279155,-0.07495,true,horizontal
0.555556,0.690083,0.428272,0.429481,-0.134527,-0.001209,true,horizontal
0.555556,0.690083,0.425186,0.432601,-0.134527,-0.007416,true,horizontal
0.555556,0.690083,0.422057,0.430072,-0.134527,-0.008015,true,horizontal
0.555556,0.690083,0.421503,0.428952,-0.134527,-0.007449,true,horizontal
0.555556,0.690083,0.421093,0.432117,-0.134527,-0.011024,true,horizontal
0.555556,0.82,0.435619,0.512374,-0.264444,-0.076755,true,horizontal
0.555556,0.690083,0.422242,0.431683,-0.134527,-0.00944,true,horizontal
0.555556,0.690083,0.419882,0.425498,-0.134527,-0.005616,true,horizontal
0.555556,0.834711,0.432889,0.506545,-0.279155,-0.073655,true,horizontal
0.555556,0.690083,0.427112,0.432496,-0.134527,-0.005383,true,horizontal
0.555556,0.690083,0.420245,0.431532,-0.134527,-0.011287,true,horizontal
0.555556,0.690083,0.424156,0.435827,-0.134527,-0.011671,true,horizontal
0.555556,0.690083,0.41236,0.43233,-0.134527,-0.019969,true,horizontal
0.555556,0.82,0.450755,0.509545,-0.264444,-0.05879,true,horizontal
0.555556,0.834711,0.433065,0.507766,-0.279155,-0.0747,true,horizontal
0.555556,0.82,0.431653,0.50797,-0.264444,-0.076317,true,horizontal
0.555556,0.711806,0.414948,0.443746,-0.15625,-0.028798,true,horizontal
0.555556,0.690083,0.413453,0.431285,-0.134527,-0.017832,true,horizontal
0.555556,0.847222,0.449403,0.525392,-0.291667,-0.075989,true,horizontal
0.555556,0.711806,0.414708,0.440009,-0.15625,-0.025301,true,horizontal
0.555556,0.690083,0.427792,0.429915,-0.134527,-0.002123,true,horizontal
0.555556,0.690083,0.42327,0.433709,-0.134527,-0.010438,true,horizontal
0.555556,0.690083,0.412536,0.430298,-0.134527,-0.017761,true,horizontal
0.555556,0.690083,0.42184,0.428103,-0.134527,-0.006263,true,horizontal
0.555556,0.690083,0.421664,0.426602,-0.134527,-0.004938,true,horizontal
0.555556,0.690083,0.422372,0.426012,-0.134527,-0.00364,true,horizontal
0.555556,0.690083,0.422701,0.431329,-0.134527,-0.008629,true,horizontal
0.555556,0.690083,0.420447,0.433791,-0.134527,-0.013344,true,horizontal
0.555556,0.690083,0.4222,0.430315,-0.134527,-0.008114,true,horizontal
0.555556,0.690083,0.411985,0.432283,-0.134527,-0.020298,true,horizontal
0.555556,0.690083,0.413668,0.432219,-0.134527,-0.018551,true,horizontal
0.555556,0.82,0.438988,0.510166,-0.264444,-0.071178,true,horizontal
0.555556,0.690083,0.4222,0.430693,-0.134527,-0.008492,true,horizontal
0.555556,0.82,0.436356,0.513722,-0.264444,-0.077366,true,horizontal
0.555556,0.690083,0.412209,0.433377,-0.134527,-0.021168,true,horizontal
0.555556,0.690083,0.420804,0.433667,-0.134527,-0.012863,true,horizontal
0.555556,0.690083,0.421446,0.42911,-0.134527,-0.007664,true,horizontal
1,0.618343,0.464016,0.393761,0.381657,0.070255,false,none
0.441667,0.710348,0.384484,0.611137,-0.268681,-0.226653,true,horizontal
0.361979,0.590045,0.330305,0.381992,-0.228066,-0.051687,true,horizontal
0.349206,1,0.336653,0.626843,-0.650794,-0.290191,false,none
0.349206,1,0.336653,0.626843,-0.650794,-0.290191,false,none
0.502389,0.553957,0.453343,0.47805,-0.051568,-0.024708,true,horizontal
0.402778,0.905,0.372771,0.557198,-0.502222,-0.184427,true,horizontal
0.393939,0.847222,0.370992,0.544675,-0.453283,-0.173683,true,horizontal
0.350926,0.603306,0.336369,0.553852,-0.25238,-0.217483,true,horizontal
0.309091,0.555556,0.294143,0.385003,-0.246465,-0.090861,true,horizontal
0.407407,0.552083,0.379894,0.456345,-0.144676,-0.076451,true,horizontal
0.555556,0.758824,0.511111,0.626634,-0.203268,-0.115523,true,horizontal
0.397837,0.749288,0.384529,0.537975,-0.351451,-0.153447,true,horizontal
0.419103,0.696842,0.374513,0.548421,-0.277739,-0.173908,true,horizontal
0.371828,1,0.35286,0.575773,-0.628172,-0.222913,false,none
0.276104,0.904335,0.247204,0.45572,-0.628232,-0.208516,true,horizontal
0.329874,0.47619,0.314428,0.387151,-0.146317,-0.072723,true,horizontal
0.360069,0.403091,0.325047,0.361132,-0.043022,-0.036085,true,horizontal
